date,zone,egg_color,egg_size,n,channels,unit_examples
2016-02-29,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2016-02-29,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2016-02-29,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2016-02-29,Región de La Araucanía,color,L,24,Supermercado,$/bandeja 12 unidades
2016-02-29,Región de Los Lagos,blanco,L,19,Supermercado,$/bandeja 12 unidades
2016-02-29,Región de Los Lagos,color,L,16,Supermercado,$/bandeja 12 unidades
2016-02-29,Región de Valparaíso,blanco,L,21,Supermercado,$/bandeja 12 unidades
2016-02-29,Región de Valparaíso,color,L,21,Supermercado,$/bandeja 12 unidades
2016-02-29,Región del Biobío,blanco,L,29,Supermercado,$/bandeja 12 unidades
2016-02-29,Región del Biobío,color,L,27,Supermercado,$/bandeja 12 unidades
2016-02-29,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2016-02-29,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2016-03-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2016-03-31,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2016-03-31,Región de Arica y Parinacota,blanco,L,5,Supermercado,$/bandeja 12 unidades
2016-03-31,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2016-03-31,Región de Coquimbo,blanco,L,15,Supermercado,$/bandeja 12 unidades
2016-03-31,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2016-03-31,Región de La Araucanía,blanco,L,28,Supermercado,$/bandeja 12 unidades
2016-03-31,Región de La Araucanía,color,L,28,Supermercado,$/bandeja 12 unidades
2016-03-31,Región de Los Lagos,blanco,L,25,Supermercado,$/bandeja 12 unidades
2016-03-31,Región de Los Lagos,color,L,25,Supermercado,$/bandeja 12 unidades
2016-03-31,Región de Valparaíso,blanco,L,30,Supermercado,$/bandeja 12 unidades
2016-03-31,Región de Valparaíso,color,L,30,Supermercado,$/bandeja 12 unidades
2016-03-31,Región del Biobío,blanco,L,42,Supermercado,$/bandeja 12 unidades
2016-03-31,Región del Biobío,color,L,40,Supermercado,$/bandeja 12 unidades
2016-03-31,Región del Maule,blanco,L,15,Supermercado,$/bandeja 12 unidades
2016-03-31,Región del Maule,color,L,15,Supermercado,$/bandeja 12 unidades
2016-04-30,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2016-04-30,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2016-04-30,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2016-04-30,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2016-04-30,Región de Coquimbo,blanco,L,11,Supermercado,$/bandeja 12 unidades
2016-04-30,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2016-04-30,Región de La Araucanía,blanco,L,23,Supermercado,$/bandeja 12 unidades
2016-04-30,Región de La Araucanía,color,L,23,Supermercado,$/bandeja 12 unidades
2016-04-30,Región de Los Lagos,blanco,L,17,Supermercado,$/bandeja 12 unidades
2016-04-30,Región de Los Lagos,color,L,17,Supermercado,$/bandeja 12 unidades
2016-04-30,Región de Valparaíso,blanco,L,22,Supermercado,$/bandeja 12 unidades
2016-04-30,Región de Valparaíso,color,L,22,Supermercado,$/bandeja 12 unidades
2016-04-30,Región del Biobío,blanco,L,33,Supermercado,$/bandeja 12 unidades
2016-04-30,Región del Biobío,color,L,31,Supermercado,$/bandeja 12 unidades
2016-04-30,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2016-04-30,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2016-05-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2016-05-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2016-05-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2016-05-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2016-05-31,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2016-05-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2016-05-31,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2016-05-31,Región de La Araucanía,color,L,24,Supermercado,$/bandeja 12 unidades
2016-05-31,Región de Los Lagos,blanco,L,18,Supermercado,$/bandeja 12 unidades
2016-05-31,Región de Los Lagos,color,L,18,Supermercado,$/bandeja 12 unidades
2016-05-31,Región de Valparaíso,blanco,L,19,Supermercado,$/bandeja 12 unidades
2016-05-31,Región de Valparaíso,color,L,19,Supermercado,$/bandeja 12 unidades
2016-05-31,Región del Biobío,blanco,L,36,Supermercado,$/bandeja 12 unidades
2016-05-31,Región del Biobío,color,L,35,Supermercado,$/bandeja 12 unidades
2016-05-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2016-05-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2016-06-30,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2016-06-30,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2016-06-30,Región de Arica y Parinacota,blanco,L,5,Supermercado,$/bandeja 12 unidades
2016-06-30,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2016-06-30,Región de Coquimbo,blanco,L,15,Supermercado,$/bandeja 12 unidades
2016-06-30,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2016-06-30,Región de La Araucanía,blanco,L,30,Supermercado,$/bandeja 12 unidades
2016-06-30,Región de La Araucanía,color,L,30,Supermercado,$/bandeja 12 unidades
2016-06-30,Región de Los Lagos,blanco,L,23,Supermercado,$/bandeja 12 unidades
2016-06-30,Región de Los Lagos,color,L,23,Supermercado,$/bandeja 12 unidades
2016-06-30,Región de Valparaíso,blanco,L,27,Supermercado,$/bandeja 12 unidades
2016-06-30,Región de Valparaíso,color,L,27,Supermercado,$/bandeja 12 unidades
2016-06-30,Región del Biobío,blanco,L,42,Supermercado,$/bandeja 12 unidades
2016-06-30,Región del Biobío,color,L,40,Supermercado,$/bandeja 12 unidades
2016-06-30,Región del Maule,blanco,L,15,Supermercado,$/bandeja 12 unidades
2016-06-30,Región del Maule,color,L,15,Supermercado,$/bandeja 12 unidades
2016-07-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2016-07-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2016-07-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2016-07-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2016-07-31,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2016-07-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2016-07-31,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2016-07-31,Región de La Araucanía,color,L,24,Supermercado,$/bandeja 12 unidades
2016-07-31,Región de Los Lagos,blanco,L,18,Supermercado,$/bandeja 12 unidades
2016-07-31,Región de Los Lagos,color,L,18,Supermercado,$/bandeja 12 unidades
2016-07-31,Región de Valparaíso,blanco,L,17,Supermercado,$/bandeja 12 unidades
2016-07-31,Región de Valparaíso,color,L,17,Supermercado,$/bandeja 12 unidades
2016-07-31,Región del Biobío,blanco,L,33,Supermercado,$/bandeja 12 unidades
2016-07-31,Región del Biobío,color,L,32,Supermercado,$/bandeja 12 unidades
2016-07-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2016-07-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2016-08-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2016-08-31,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2016-08-31,Región de Arica y Parinacota,blanco,L,5,Supermercado,$/bandeja 12 unidades
2016-08-31,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2016-08-31,Región de Coquimbo,blanco,L,15,Supermercado,$/bandeja 12 unidades
2016-08-31,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2016-08-31,Región de La Araucanía,blanco,L,29,Supermercado,$/bandeja 12 unidades
2016-08-31,Región de La Araucanía,color,L,29,Supermercado,$/bandeja 12 unidades
2016-08-31,Región de Los Lagos,blanco,L,23,Supermercado,$/bandeja 12 unidades
2016-08-31,Región de Los Lagos,color,L,23,Supermercado,$/bandeja 12 unidades
2016-08-31,Región de Valparaíso,blanco,L,27,Supermercado,$/bandeja 12 unidades
2016-08-31,Región de Valparaíso,color,L,27,Supermercado,$/bandeja 12 unidades
2016-08-31,Región del Biobío,blanco,L,38,Supermercado,$/bandeja 12 unidades
2016-08-31,Región del Biobío,color,L,38,Supermercado,$/bandeja 12 unidades
2016-08-31,Región del Maule,blanco,L,15,Supermercado,$/bandeja 12 unidades
2016-08-31,Región del Maule,color,L,15,Supermercado,$/bandeja 12 unidades
2016-09-30,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2016-09-30,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2016-09-30,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2016-09-30,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2016-09-30,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2016-09-30,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2016-09-30,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2016-09-30,Región de La Araucanía,color,L,24,Supermercado,$/bandeja 12 unidades
2016-09-30,Región de Los Lagos,blanco,L,18,Supermercado,$/bandeja 12 unidades
2016-09-30,Región de Los Lagos,color,L,18,Supermercado,$/bandeja 12 unidades
2016-09-30,Región de Valparaíso,blanco,L,18,Supermercado,$/bandeja 12 unidades
2016-09-30,Región de Valparaíso,color,L,18,Supermercado,$/bandeja 12 unidades
2016-09-30,Región del Biobío,blanco,L,31,Supermercado,$/bandeja 12 unidades
2016-09-30,Región del Biobío,color,L,31,Supermercado,$/bandeja 12 unidades
2016-09-30,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2016-09-30,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2016-10-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2016-10-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2016-10-31,Región de Arica y Parinacota,blanco,L,3,Supermercado,$/bandeja 12 unidades
2016-10-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2016-10-31,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2016-10-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2016-10-31,Región de La Araucanía,blanco,L,23,Supermercado,$/bandeja 12 unidades
2016-10-31,Región de La Araucanía,color,L,23,Supermercado,$/bandeja 12 unidades
2016-10-31,Región de Los Lagos,blanco,L,20,Supermercado,$/bandeja 12 unidades
2016-10-31,Región de Los Lagos,color,L,20,Supermercado,$/bandeja 12 unidades
2016-10-31,Región de Valparaíso,blanco,L,20,Supermercado,$/bandeja 12 unidades
2016-10-31,Región de Valparaíso,color,L,20,Supermercado,$/bandeja 12 unidades
2016-10-31,Región del Biobío,blanco,L,34,Supermercado,$/bandeja 12 unidades
2016-10-31,Región del Biobío,color,L,34,Supermercado,$/bandeja 12 unidades
2016-10-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2016-10-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2016-11-30,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2016-11-30,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2016-11-30,Región de Arica y Parinacota,blanco,L,3,Supermercado,$/bandeja 12 unidades
2016-11-30,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2016-11-30,Región de Coquimbo,blanco,L,15,Supermercado,$/bandeja 12 unidades
2016-11-30,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2016-11-30,Región de La Araucanía,blanco,L,30,Supermercado,$/bandeja 12 unidades
2016-11-30,Región de La Araucanía,color,L,30,Supermercado,$/bandeja 12 unidades
2016-11-30,Región de Los Lagos,blanco,L,24,Supermercado,$/bandeja 12 unidades
2016-11-30,Región de Los Lagos,color,L,24,Supermercado,$/bandeja 12 unidades
2016-11-30,Región de Valparaíso,blanco,L,24,Supermercado,$/bandeja 12 unidades
2016-11-30,Región de Valparaíso,color,L,23,Supermercado,$/bandeja 12 unidades
2016-11-30,Región del Biobío,blanco,L,40,Supermercado,$/bandeja 12 unidades
2016-11-30,Región del Biobío,color,L,39,Supermercado,$/bandeja 12 unidades
2016-11-30,Región del Maule,blanco,L,14,Supermercado,$/bandeja 12 unidades
2016-11-30,Región del Maule,color,L,14,Supermercado,$/bandeja 12 unidades
2016-12-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2016-12-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2016-12-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2016-12-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2016-12-31,Región de Coquimbo,blanco,L,11,Supermercado,$/bandeja 12 unidades
2016-12-31,Región de Coquimbo,color,L,11,Supermercado,$/bandeja 12 unidades
2016-12-31,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2016-12-31,Región de La Araucanía,color,L,24,Supermercado,$/bandeja 12 unidades
2016-12-31,Región de Los Lagos,blanco,L,18,Supermercado,$/bandeja 12 unidades
2016-12-31,Región de Los Lagos,color,L,18,Supermercado,$/bandeja 12 unidades
2016-12-31,Región de Valparaíso,blanco,L,19,Supermercado,$/bandeja 12 unidades
2016-12-31,Región de Valparaíso,color,L,19,Supermercado,$/bandeja 12 unidades
2016-12-31,Región del Biobío,blanco,L,29,Supermercado,$/bandeja 12 unidades
2016-12-31,Región del Biobío,color,L,29,Supermercado,$/bandeja 12 unidades
2016-12-31,Región del Maule,blanco,L,11,Supermercado,$/bandeja 12 unidades
2016-12-31,Región del Maule,color,L,11,Supermercado,$/bandeja 12 unidades
2017-01-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2017-01-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2017-01-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2017-01-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2017-01-31,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2017-01-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2017-01-31,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2017-01-31,Región de La Araucanía,color,L,24,Supermercado,$/bandeja 12 unidades
2017-01-31,Región de Los Lagos,blanco,L,16,Supermercado,$/bandeja 12 unidades
2017-01-31,Región de Los Lagos,color,L,16,Supermercado,$/bandeja 12 unidades
2017-01-31,Región de Valparaíso,blanco,L,20,Supermercado,$/bandeja 12 unidades
2017-01-31,Región de Valparaíso,color,L,20,Supermercado,$/bandeja 12 unidades
2017-01-31,Región del Biobío,blanco,L,31,Supermercado,$/bandeja 12 unidades
2017-01-31,Región del Biobío,color,L,31,Supermercado,$/bandeja 12 unidades
2017-01-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2017-01-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2017-02-28,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2017-02-28,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2017-02-28,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2017-02-28,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2017-02-28,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2017-02-28,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2017-02-28,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2017-02-28,Región de La Araucanía,color,L,24,Supermercado,$/bandeja 12 unidades
2017-02-28,Región de Los Lagos,blanco,L,15,Supermercado,$/bandeja 12 unidades
2017-02-28,Región de Los Lagos,color,L,15,Supermercado,$/bandeja 12 unidades
2017-02-28,Región de Valparaíso,blanco,L,20,Supermercado,$/bandeja 12 unidades
2017-02-28,Región de Valparaíso,color,L,20,Supermercado,$/bandeja 12 unidades
2017-02-28,Región del Biobío,blanco,L,29,Supermercado,$/bandeja 12 unidades
2017-02-28,Región del Biobío,color,L,27,Supermercado,$/bandeja 12 unidades
2017-02-28,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2017-02-28,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2017-03-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2017-03-31,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2017-03-31,Región de Arica y Parinacota,blanco,L,5,Supermercado,$/bandeja 12 unidades
2017-03-31,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2017-03-31,Región de Coquimbo,blanco,L,15,Supermercado,$/bandeja 12 unidades
2017-03-31,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2017-03-31,Región de La Araucanía,blanco,L,28,Supermercado,$/bandeja 12 unidades
2017-03-31,Región de La Araucanía,color,L,28,Supermercado,$/bandeja 12 unidades
2017-03-31,Región de Los Lagos,blanco,L,15,Supermercado,$/bandeja 12 unidades
2017-03-31,Región de Los Lagos,color,L,15,Supermercado,$/bandeja 12 unidades
2017-03-31,Región de Valparaíso,blanco,L,30,Supermercado,$/bandeja 12 unidades
2017-03-31,Región de Valparaíso,color,L,30,Supermercado,$/bandeja 12 unidades
2017-03-31,Región del Biobío,blanco,L,44,Supermercado,$/bandeja 12 unidades
2017-03-31,Región del Biobío,color,L,43,Supermercado,$/bandeja 12 unidades
2017-03-31,Región del Maule,blanco,L,15,Supermercado,$/bandeja 12 unidades
2017-03-31,Región del Maule,color,L,15,Supermercado,$/bandeja 12 unidades
2017-04-30,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2017-04-30,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2017-04-30,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2017-04-30,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
